naslov,cena_eur,lokacija,kvadratura,broj_soba,cena_po_m2
BW Victoria-luksuzan threebedroom/pogled na reku,735000,"Beograd, Opština Savski venac, Beograd na vodi, Hercegovačka",128.11,4.0,5737.257044727187
"Veliki Mokri Lug, Dušana Dude Timotijevića, uknjiž",140000,"Beograd, Opština Zvezdara, Veliki Mokri Lug, Dušana Dude Timotijevića",65.0,3.0,2153.846153846154
Ekskluzivna prilika-stan sa ogromnim potencijalom,199000,"Beograd, Opština Čukarica, Banovo brdo",65.0,2.0,3061.5384615384614
Uknjižen renoviran dvoiposoban stan Karaburma,168000,"Beograd, Opština Palilula, Karaburma",55.0,2.5,3054.5454545454545
"Vojvode Stepe, četvorosoban sa garažom",269500,"Beograd, Opština Voždovac, Voždovačka crkva, Vojvode Stepe",76.0,4.0,3546.0526315789475
Autokomanda-prostran trosoban 93m² sa garažom ID#2,338000,"Beograd, Opština Voždovac, Autokomanda, Vojvode Stepe",93.0,3.0,3634.4086021505377
Duplex 145m²- Kumodraška ID#2903,530400,"Beograd, Opština Voždovac, Dušanovac, Kumodraška",145.0,5.0,3657.9310344827586
Novogradnja u Matice srpske – moderan stan na odli,130000,"Beograd, Opština Zvezdara, Mirijevo, Matice Srpske",64.0,2.5,2031.25
"Mirijevo– moderan stan,novogradnja lux ID#1648",129000,"Beograd, Opština Zvezdara, Mirijevo, ",58.04,3.0,2222.605099931082
Centar Beograda - Bulevar despota Stefana 49 m² ID,193000,"Beograd, Opština Palilula, Bulevar despota Stefana, Bulevar despota Stefana",54.0,2.0,3574.074074074074
"Kredit Borča 3,0 sa parking mestom",114900,"Beograd, Opština Palilula, Borča, Mihaila Šolohova",65.0,3.0,1767.6923076923076
"Ekskluzivan,uknjižen, kompletno namešten, duplex n",310000,"Beograd, Opština Voždovac, Lekino brdo, Cankareva",98.0,4.0,3163.265306122449
Retka prilika na Vračaru ID#16005,270000,"Beograd, Opština Vračar, Čubura, Generala Horvatovića",78.13,3.0,3455.7788301548703
"Izuzetno funkcionalan, uknjizen, odmah useljiv",138500,"Beograd, Opština Zvezdara, Konjarnik, Olge Alkalaj",36.0,1.5,3847.222222222222
Vidikovac,129000,"Beograd, Opština Rakovica, Vidikovac, Vidikovački venac",28.0,1.5,4607.142857142857
Salonski dvoiposoban stan 57m2 sa parkingom,258000,"Beograd, Opština Stari grad, Skadarlija, Bulevar despota Stefana",57.0,2.5,4526.315789473684
Luksuzan salonski stan kod Skupštine-Kosovska,417000,"Beograd, Opština Stari grad, Skupština, Kosovska",87.0,3.0,4793.103448275862
LUX 4.0 stan sa panoramskim pogledom,610000,"Beograd, Opština Savski venac, Beograd na vodi, Hercegovačka",124.0,4.0,4919.354838709677
"Višnjička banja, crvena fasadna cigla",185000,"Beograd, Opština Palilula, Višnjička Banja, Slobodana Jovanovića",67.0,2.5,2761.194029850746
